,Recipe_ID,Recipe_Name,Cuisine_Type,Ingredients_List,Preparation_Steps,Cooking_Time_Minutes,Difficulty_Level,User_ID,User_Preferences,User_Rating,User_Feedback,Date_Prepared,Season,Occasion,Serving_Size,Calories_Per_Serving,Allergen_Information,Cost_Per_Serving,Popularity_Score,Seasonal_Availability,Type_Count,Pre_Count,Ing_Count,Top_Type,Top_Pre,Top_Ing,Total_Time,Type_Freq,Pre_Freq,Ing_Freq,Ing_Sim,Pre_Sim,Is_Aller
346,R347,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,89,Hard,U367,Vegetarian,1,Feedback 347,2024-11-22,Summer,Dinner,1,793,Dairy,9.62,214,No,2,1,1,Indian,Cook chicken; Add spices; Pour coconut milk; Simmer.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",5,0.4,0.2,0.2,0.0871313,0.2420375,0
347,R348,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,35,Medium,U135,Gluten-Free,5,Feedback 348,2024-12-21,Fall,Party,2,314,,10.56,442,Yes,4,4,4,Indian,Cook chicken; Add spices; Pour coconut milk; Simmer.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",9,0.4444444444444444,0.4444444444444444,0.4444444444444444,1.0,0.99999994,0
348,R349,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,76,Medium,U579,Gluten-Free,4,Feedback 349,2024-05-21,Summer,Party,3,490,,14.58,347,Yes,3,3,3,Indian,Cook chicken; Add spices; Pour coconut milk; Simmer.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",7,0.42857142857142855,0.42857142857142855,0.42857142857142855,1.0,0.99999994,0
349,R350,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,45,Medium,U760,,2,Feedback 350,2024-09-02,Winter,Casual,2,424,,16.5,167,No,3,3,3,Chinese,Chop veggies; Stir-fry; Add sauce; Serve.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",9,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9999999,0.094956286,0
350,R351,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,64,Easy,U140,,5,Feedback 351,2024-09-29,Winter,Lunch,1,375,Gluten,11.11,360,Yes,5,5,5,Italian,Boil pasta; Cook beef; Add sauce; Combine.,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",7,0.7142857142857143,0.7142857142857143,0.7142857142857143,1.0,1.0,0
351,R352,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,72,Medium,U252,,4,Feedback 352,2024-08-03,Fall,Lunch,3,244,,14.9,456,Yes,2,2,2,Chinese,Chop veggies; Stir-fry; Add sauce; Serve.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",5,0.4,0.4,0.4,0.9999999,0.094956286,0
352,R353,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,72,Medium,U364,,5,Feedback 353,2024-08-15,Winter,Lunch,6,545,,17.28,412,Yes,1,1,1,Indian,Cook chicken; Add spices; Pour coconut milk; Simmer.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.21890011,0.2786578,0
353,R354,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,88,Medium,U268,Gluten-Free,5,Feedback 354,2024-06-13,Winter,Casual,6,763,,11.74,482,No,2,2,2,Indian,Cook chicken; Add spices; Pour coconut milk; Simmer.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",5,0.4,0.4,0.4,1.0,0.99999994,0
354,R355,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,74,Medium,U108,,2,Feedback 355,2024-12-10,Summer,Casual,3,367,,6.31,229,Yes,3,3,3,Mexican,Cook beef; Prepare toppings; Assemble tacos.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",6,0.5,0.5,0.5,0.9999999,0.9999999,0
355,R356,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,49,Medium,U475,Gluten-Free,5,Feedback 356,2024-05-11,Spring,Party,2,611,,18.29,362,No,4,4,4,Indian,Cook chicken; Add spices; Pour coconut milk; Simmer.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",10,0.4,0.4,0.4,1.0,0.99999994,0
356,R357,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,29,Medium,U894,Gluten-Free,3,Feedback 357,2024-10-07,Fall,Casual,6,601,,8.57,361,Yes,3,3,3,Indian,Cook chicken; Add spices; Pour coconut milk; Simmer.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",7,0.42857142857142855,0.42857142857142855,0.42857142857142855,1.0,0.99999994,0
357,R358,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,69,Medium,U750,Gluten-Free,3,Feedback 358,2024-07-18,Fall,Lunch,6,328,,5.76,264,No,2,2,2,Italian,Prepare dough; Add toppings; Bake pizza.,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",10,0.2,0.2,0.2,0.0871313,0.2420375,0
358,R359,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,90,Hard,U507,Vegetarian,1,Feedback 359,2024-03-13,Winter,Lunch,5,269,Dairy,6.59,317,Yes,1,1,1,Chinese,Chop veggies; Stir-fry; Add sauce; Serve.,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2935025,0.32049504,0
359,R360,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,65,Medium,U205,,3,Feedback 360,2024-01-03,Summer,Casual,4,714,,13.41,391,Yes,3,3,3,Mexican,Cook beef; Prepare toppings; Assemble tacos.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",7,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.9999999,0.9999999,0
360,R361,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,28,Easy,U554,Vegan,3,Feedback 361,2024-05-23,Fall,Party,5,622,Soy,6.74,359,Yes,2,2,2,Chinese,Chop veggies; Stir-fry; Add sauce; Serve.,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",4,0.5,0.5,0.5,0.9999999,1.0,1
361,R362,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,29,Easy,U664,,2,Feedback 362,2024-01-02,Summer,Casual,6,778,Gluten,14.38,50,No,1,1,1,Indian,Cook chicken; Add spices; Pour coconut milk; Simmer.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.52486247,0.31877378,0
362,R363,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,87,Hard,U451,Vegetarian,5,Feedback 363,2024-11-09,Spring,Casual,2,259,Dairy,11.89,439,No,4,3,3,Italian,Prepare dough; Add toppings; Bake pizza.,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",6,0.6666666666666666,0.5,0.5,1.0000001,1.0,0
363,R364,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,73,Easy,U479,Vegan,3,Feedback 364,2024-01-03,Spring,Casual,1,327,Soy,16.29,87,Yes,2,2,2,Chinese,Chop veggies; Stir-fry; Add sauce; Serve.,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9999999,1.0,1
364,R365,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,73,Medium,U564,,2,Feedback 365,2024-06-07,Summer,Casual,5,424,,14.76,439,No,3,3,3,Indian,Cook chicken; Add spices; Pour coconut milk; Simmer.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",10,0.3,0.3,0.3,0.21890011,0.2786578,0
365,R366,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,83,Easy,U626,,3,Feedback 366,2024-06-01,Fall,Dinner,5,511,Gluten,9.89,396,No,3,2,2,Italian,Boil pasta; Cook beef; Add sauce; Combine.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",6,0.5,0.3333333333333333,0.3333333333333333,0.52486247,1.0,0
366,R367,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,86,Easy,U568,Vegan,2,Feedback 367,2024-08-10,Spring,Dinner,4,549,Soy,8.28,149,Yes,3,3,3,Chinese,Chop veggies; Stir-fry; Add sauce; Serve.,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",7,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.9999999,1.0,1
367,R368,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,18,Easy,U214,Vegan,3,Feedback 368,2024-09-12,Spring,Lunch,5,613,Soy,8.98,312,Yes,3,3,3,Italian,Boil pasta; Cook beef; Add sauce; Combine.,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",7,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.9999999,0.5425549,1
368,R369,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,21,Hard,U192,Vegetarian,5,Feedback 369,2024-12-16,Winter,Party,6,717,Dairy,10.01,150,No,7,6,6,Italian,Prepare dough; Add toppings; Bake pizza.,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",8,0.875,0.75,0.75,1.0000001,1.0,0
369,R370,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,62,Medium,U850,,1,Feedback 370,2024-12-22,Winter,Party,4,326,,11.8,207,No,1,1,1,Chinese,Chop veggies; Stir-fry; Add sauce; Serve.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",4,0.25,0.25,0.25,0.9999999,0.094956286,0
370,R371,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,84,Easy,U455,,4,Feedback 371,2024-07-28,Winter,Dinner,2,693,Gluten,8.96,219,No,2,1,1,Chinese,Chop veggies; Stir-fry; Add sauce; Serve.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",8,0.25,0.125,0.125,0.61875,0.5425549,0
371,R372,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,37,Medium,U922,,3,Feedback 372,2024-04-11,Spring,Casual,4,699,,14.08,398,Yes,1,1,1,Indian,Cook chicken; Add spices; Pour coconut milk; Simmer.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21890011,0.2786578,0
372,R373,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,63,Medium,U515,Gluten-Free,3,Feedback 373,2024-01-05,Winter,Lunch,6,491,,17.25,459,Yes,2,2,2,Indian,Cook chicken; Add spices; Pour coconut milk; Simmer.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",5,0.4,0.4,0.4,1.0,0.99999994,0
373,R374,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,31,Medium,U155,,5,Feedback 374,2024-02-19,Summer,Lunch,2,669,,13.12,484,No,2,2,2,Italian,Prepare dough; Add toppings; Bake pizza.,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3923667,0.7589728,0
374,R375,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,51,Hard,U701,Vegetarian,4,Feedback 375,2024-02-26,Winter,Dinner,3,581,Dairy,8.57,89,No,4,3,3,Italian,Prepare dough; Add toppings; Bake pizza.,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",5,0.8,0.6,0.6,1.0000001,1.0,0
375,R376,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,40,Easy,U759,,5,Feedback 376,2024-04-02,Winter,Casual,5,527,Gluten,19.02,182,Yes,3,1,1,Italian,Prepare dough; Add toppings; Bake pizza.,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",4,0.75,0.25,0.25,0.38125843,0.24441317,0
376,R377,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,90,Hard,U590,Vegetarian,5,Feedback 377,2024-02-09,Winter,Party,1,668,Dairy,10.97,458,Yes,4,1,1,Italian,Boil pasta; Cook beef; Add sauce; Combine.,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",5,0.8,0.2,0.2,0.38125843,0.24441317,0
377,R378,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,53,Hard,U548,Vegetarian,3,Feedback 378,2024-06-01,Fall,Casual,6,512,Dairy,19.98,135,Yes,3,3,3,Italian,Prepare dough; Add toppings; Bake pizza.,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",6,0.5,0.5,0.5,1.0000001,1.0,0
378,R379,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,65,Medium,U238,Gluten-Free,2,Feedback 379,2024-08-03,Winter,Lunch,6,224,,13.33,283,Yes,1,1,1,Italian,Boil pasta; Cook beef; Add sauce; Combine.,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",8,0.125,0.125,0.125,0.36058468,0.31877378,0
379,R380,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,41,Medium,U170,Gluten-Free,5,Feedback 380,2024-07-28,Summer,Lunch,6,767,,17.65,107,No,2,2,2,Italian,Boil pasta; Cook beef; Add sauce; Combine.,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",7,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.36058468,0.31877378,0
380,R381,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,69,Hard,U548,Vegetarian,2,Feedback 381,2024-01-12,Fall,Casual,5,310,Dairy,5.87,276,Yes,3,3,3,Italian,Prepare dough; Add toppings; Bake pizza.,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",6,0.5,0.5,0.5,1.0000001,1.0,0
381,R382,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,66,Hard,U849,Vegetarian,4,Feedback 382,2024-06-08,Spring,Dinner,5,676,Dairy,12.21,364,No,4,4,4,Italian,Prepare dough; Add toppings; Bake pizza.,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",8,0.5,0.5,0.5,1.0000001,1.0,0
382,R383,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,54,Medium,U970,,3,Feedback 383,2024-07-12,Spring,Party,1,382,,14.11,466,Yes,2,2,2,Italian,Prepare dough; Add toppings; Bake pizza.,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",9,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.3923667,0.7589728,0
383,R384,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,58,Easy,U369,Vegan,5,Feedback 384,2024-11-29,Winter,Dinner,2,646,Soy,19.39,99,No,6,6,6,Chinese,Chop veggies; Stir-fry; Add sauce; Serve.,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",10,0.6,0.6,0.6,0.9999999,1.0,1
384,R385,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,71,Medium,U249,,4,Feedback 385,2024-10-21,Winter,Casual,2,208,,18.96,197,Yes,1,1,1,Italian,Cook beef; Prepare toppings; Assemble tacos.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",2,0.5,0.5,0.5,0.9999999,0.9999999,0
385,R386,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,63,Easy,U597,Vegan,4,Feedback 386,2024-04-07,Summer,Party,1,719,Soy,16.61,198,No,2,2,2,Italian,Boil pasta; Cook beef; Add sauce; Combine.,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",8,0.25,0.25,0.25,0.2935025,0.5425549,1
386,R387,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,87,Medium,U992,Gluten-Free,5,Feedback 387,2024-03-19,Spring,Lunch,3,375,,12.39,350,No,1,1,1,Italian,Boil pasta; Cook beef; Add sauce; Combine.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",7,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.21890011,0.31877378,0
387,R388,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,90,Medium,U865,,3,Feedback 388,2024-12-11,Fall,Party,5,800,,8.04,468,Yes,1,1,1,Indian,Cook chicken; Add spices; Pour coconut milk; Simmer.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",8,0.125,0.125,0.125,0.21890011,0.2786578,0
388,R389,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,17,Medium,U552,,3,Feedback 389,2024-04-04,Winter,Dinner,6,735,,18.36,234,No,3,3,3,Italian,Boil pasta; Cook beef; Add sauce; Combine.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",7,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.9999999,0.6008035,0
389,R390,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,64,Easy,U263,Vegan,5,Feedback 390,2024-10-26,Summer,Lunch,1,754,Soy,17.51,233,Yes,1,1,1,Italian,Cook chicken; Add spices; Pour coconut milk; Simmer.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",9,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.36058468,0.27471507,1
390,R391,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,69,Hard,U318,Vegetarian,5,Feedback 391,2024-06-08,Fall,Party,6,597,Dairy,13.55,73,Yes,2,1,1,Italian,Cook beef; Prepare toppings; Assemble tacos.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",5,0.4,0.2,0.2,0.3923667,0.7589728,0
391,R392,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,67,Easy,U535,,3,Feedback 392,2024-01-08,Fall,Dinner,6,528,Gluten,10.41,414,Yes,5,3,3,Italian,Boil pasta; Cook beef; Add sauce; Combine.,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",8,0.625,0.375,0.375,1.0,1.0,0
392,R393,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,77,Easy,U962,Vegan,3,Feedback 393,2024-12-26,Summer,Lunch,6,634,Soy,11.72,253,No,2,2,2,Chinese,Chop veggies; Stir-fry; Add sauce; Serve.,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",4,0.5,0.5,0.5,0.9999999,1.0,1
393,R394,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,64,Easy,U369,Vegan,3,Feedback 394,2024-08-27,Spring,Lunch,1,385,Soy,6.08,74,No,6,6,6,Chinese,Chop veggies; Stir-fry; Add sauce; Serve.,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",10,0.6,0.6,0.6,0.9999999,1.0,1
394,R395,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,57,Hard,U778,Vegetarian,4,Feedback 395,2024-09-20,Fall,Casual,5,628,Dairy,14.54,318,No,2,2,2,Italian,Prepare dough; Add toppings; Bake pizza.,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",4,0.5,0.5,0.5,1.0000001,1.0,0
395,R396,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,38,Easy,U154,Vegan,5,Feedback 396,2024-12-29,Summer,Lunch,6,728,Soy,8.72,437,No,5,5,5,Chinese,Chop veggies; Stir-fry; Add sauce; Serve.,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",9,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.9999999,1.0,1
396,R397,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,70,Medium,U232,,3,Feedback 397,2024-01-16,Summer,Casual,6,205,,13.58,94,Yes,1,1,1,Chinese,Chop veggies; Stir-fry; Add sauce; Serve.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",4,0.25,0.25,0.25,0.9999999,0.094956286,0
397,R398,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,62,Easy,U859,Vegan,5,Feedback 398,2024-01-26,Winter,Casual,6,558,Soy,8.37,283,No,3,3,3,Chinese,Chop veggies; Stir-fry; Add sauce; Serve.,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",8,0.375,0.375,0.375,0.9999999,1.0,1
398,R399,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,47,Medium,U827,Gluten-Free,4,Feedback 399,2024-12-31,Fall,Lunch,4,280,,15.71,477,No,3,3,3,Italian,Cook chicken; Add spices; Pour coconut milk; Simmer.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",7,0.42857142857142855,0.42857142857142855,0.42857142857142855,1.0,0.99999994,0
399,R400,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,76,Easy,U582,,3,Feedback 400,2024-06-09,Spring,Dinner,3,754,Gluten,12.41,108,Yes,2,2,2,Italian,Boil pasta; Cook beef; Add sauce; Combine.,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",4,0.5,0.5,0.5,1.0,1.0,0
400,R401,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,35,Easy,U602,,2,Feedback 401,2024-11-30,Spring,Casual,5,524,Gluten,15.46,500,Yes,1,1,1,Chinese,Chop veggies; Stir-fry; Add sauce; Serve.,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.41570342,0.5425549,0
401,R402,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,56,Medium,U987,Gluten-Free,1,Feedback 402,2024-11-29,Summer,Lunch,6,521,,14.04,200,No,1,1,1,Indian,Cook chicken; Add spices; Pour coconut milk; Simmer.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",1,1.0,1.0,1.0,1.0,0.99999994,0
402,R403,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,38,Easy,U918,Vegan,1,Feedback 403,2024-09-09,Summer,Party,1,522,Soy,16.85,56,Yes,1,1,1,Italian,Cook chicken; Add spices; Pour coconut milk; Simmer.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",7,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.36058468,0.27471507,1
403,R404,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,89,Medium,U494,Gluten-Free,3,Feedback 404,2024-03-16,Spring,Party,5,371,,19.5,415,Yes,4,4,4,Indian,Cook chicken; Add spices; Pour coconut milk; Simmer.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",7,0.5714285714285714,0.5714285714285714,0.5714285714285714,1.0,0.99999994,0
404,R405,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,71,Easy,U513,Vegan,2,Feedback 405,2024-10-11,Summer,Party,6,309,Soy,15.56,128,No,2,2,2,Indian,Cook chicken; Add spices; Pour coconut milk; Simmer.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",8,0.25,0.25,0.25,0.36058468,0.27471507,1
405,R406,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,84,Medium,U638,Gluten-Free,4,Feedback 406,2024-03-19,Summer,Lunch,2,775,,9.52,102,No,1,1,1,Italian,Boil pasta; Cook beef; Add sauce; Combine.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",8,0.125,0.125,0.125,0.21890011,0.31877378,0
